budget,original_language,popularity,revenue,vote_average
1326,38000000,en,57.889964,109906372,5.6
1327,37000000,en,57.773583,173567581,7.3
1328,37000000,en,24.218358,154026136,7.0
1329,40000000,en,27.009723,79700000,5.8
1330,37000000,en,31.941347,163720069,6.5
1331,37000000,en,14.353279,100076342,5.6
1332,38000000,en,33.003828,90247624,7.7
1333,37000000,en,30.993736,48451803,7.5
1334,30000000,en,25.825771,55583804,5.3
1335,38000000,en,46.078371,112343513,5.9
1336,37000000,en,6.63839,95404397,6.7
1337,37000000,en,127.084938,392616625,5.8
1338,36000000,en,27.465433,102244770,7.0
1339,65000000,en,16.865782,117758500,6.1
1340,37000000,en,100.348805,269994119,6.8
1341,36500000,ru,2.785832,21834845,5.3
1342,36000000,en,9.176339,50159144,6.6
1343,36000000,en,23.380757,160000000,5.8
1344,36000000,en,33.926473,64572262,6.0
1345,36000000,en,6.967857,52424533,6.7
1346,42000000,en,11.470135,32168970,5.4
1347,36000000,en,19.854932,44350926,5.8
1348,37000000,en,29.652536,26250020,5.2
1349,0,en,8.102925,0,6.2
1350,0,en,2.79483,0,6.3
1351,37000000,en,11.492474,96047633,5.8
1352,36000000,en,70.398356,12532777,7.5
1353,36000000,de,1.068453,3003296,4.6
1354,37000000,en,6.293217,63800345,5.2
1355,0,en,3.457194,0,5.3
1356,35000000,en,82.21166,459270619,7.2
1357,36000000,cn,19.167377,156844753,6.5
1358,33000000,en,18.316151,310940086,6.2
1359,35000000,en,44.104469,411348924,7.0
1360,0,en,6.668679,0,5.9
1361,35000000,en,36.172182,321731527,6.4
1362,29000000,en,25.767395,309208309,7.2
1363,35000000,en,21.543389,147934180,5.5
1364,35000000,en,50.309843,117000000,6.5
1365,38000000,en,49.292384,252276927,7.2
1366,35000000,en,83.893257,326551094,7.0
1367,35000000,en,24.616634,139000000,6.2
1368,35000000,en,34.005726,173965010,5.6
1369,35000000,en,27.714043,182300000,7.0
1370,35000000,en,45.149948,69823199,6.5
1371,35000000,en,72.774941,140795793,5.9
1372,35000000,en,3.74263,68915888,5.5
1373,27000000,en,29.381878,231976425,7.0
1374,35000000,en,24.860326,126216940,7.7
1375,35000000,en,11.041659,86369815,5.8
1376,35000000,en,11.897925,0,6.3
1377,35000000,en,23.607071,113374103,5.5
1378,1800000,en,38.204158,25504513,7.2
1379,33000000,en,25.413955,104155843,6.0
1380,0,en,28.98027,0,6.3
1381,35000000,en,9.525037,60251371,6.8
1382,34000000,en,18.39217,95608995,6.0
1383,32000000,en,9.254647,52277485,6.8
1384,35000000,en,40.526587,150483765,6.5
1385,35000000,en,50.179171,108758521,5.6
1386,35000000,en,31.957947,112544580,7.3
1387,34000000,en,19.822791,48169908,7.2
1388,35000000,en,38.429648,88058786,5.6
1389,35000000,en,13.707843,92219310,5.2
1390,35000000,en,51.927471,91353501,6.2
1391,35000000,en,14.503568,69307224,5.2
1392,0,en,6.74556,0,5.2
1393,30000000,en,11.120167,58405313,5.8
1394,35000000,en,40.370442,41954997,7.4
1395,33000000,en,40.715623,102984862,6.4
1396,10700000,en,36.230204,122200000,7.0
1397,0,en,23.666229,0,6.0
1398,35000000,en,25.903237,85416905,5.2
1399,40000000,en,60.231382,173930596,6.7
1400,35000000,en,18.38292,77477008,5.7
1401,35000000,en,14.029012,59901913,5.9
1402,0,en,15.913783,0,5.1
1403,35000000,en,6.889633,35323292,6.9
1404,35000000,en,19.286099,99423521,4.1
1405,35000000,en,50.587541,120072577,8.0
1406,35000000,en,3.721272,0,6.4
1407,40000000,en,17.157738,68766121,5.5
1408,27000000,en,22.636908,115505027,6.7
1409,35000000,en,28.069419,84606030,6.0
1410,35000000,en,19.774543,72436439,6.0
1411,35000000,en,11.644243,45479110,5.4
1412,35000000,en,27.934978,57120318,5.9
1413,35000000,en,12.677505,32483410,5.9
1414,35000000,en,8.737058,40263020,6.3
1415,35000000,en,12.343507,27107960,6.1
1416,35000000,en,14.699342,36098382,5.8
1417,45000000,en,14.513243,30353232,5.1
1418,35000000,en,5.525544,25105255,6.3
1419,8900000,en,15.079993,4100000,5.6
1420,35000000,en,23.835055,93246388,6.0
1421,35000000,en,5.926966,0,6.1
1422,30000000,en,25.454549,68369434,5.5
1423,31000000,en,22.71592,27388767,5.9
1424,35000000,en,35.120736,50363790,7.0
1425,35000000,en,19.893646,82087155,5.6
1426,35000000,en,14.051852,19478106,5.2
1427,35000000,en,9.011729,0,6.9
1428,35000000,en,19.088655,25871834,4.9
1429,56000000,en,29.490057,19701164,5.7
1430,35000000,en,11.195593,19294901,5.1
1431,35000000,en,17.709888,31083599,6.2
1432,35000000,en,18.262017,51680201,5.4
1433,35000000,en,10.10364,29882645,6.5
1434,35000000,en,28.670477,46216641,5.7
1435,31000000,en,16.736734,41512007,6.0
1436,35000000,en,13.668633,39340177,4.6
1437,30000000,en,9.780588,0,5.3
1438,27000000,en,9.904881,16519460,5.8
1439,35000000,en,9.789027,63215872,6.0
1440,35000000,en,6.81729,0,5.7
1441,35000000,en,10.73522,18317151,6.6
1442,0,en,11.1399,0,6.4
1443,35000000,en,6.727949,13678913,5.7
1444,35000000,en,16.343317,27409889,7.0
1445,40000000,en,14.818718,12206028,5.3
1446,32000000,en,43.862456,54674226,6.5
1447,33000000,en,2.706207,0,4.7
1448,35000000,en,27.903999,17508518,5.5
1449,35000000,en,3.746806,11560806,4.8
1450,20500000,en,17.112498,10089373,5.6
1451,35000000,en,10.304172,12506188,4.9
1452,35000000,en,37.335721,61181942,6.9
1453,0,en,0.912395,0,4.7
1454,35000000,en,16.782471,42064105,6.5
1455,35000000,en,3.503408,4651977,6.6
1456,35000000,en,9.122828,0,7.7
1457,35000000,en,5.419181,0,6.6
1458,35000000,en,9.07278,16838910,6.2
1459,35000000,en,2.864979,0,7.4
1460,35000000,en,2.877488,15000000,6.7
1461,38000000,en,5.516207,635096,6.6
1462,0,es,13.930763,25147786,7.0
1463,35000000,es,20.27704,10496317,5.8
1464,0,en,0.126738,0,0.0
1465,34000000,en,131.815575,348319861,7.0
1466,35000000,en,16.832312,14431253,5.0
1467,34000000,en,9.133747,32255440,7.0
1468,35000000,en,24.606012,15304890,6.8
1469,70000000,en,3.276912,11263966,5.3
1470,35000000,en,16.830184,2106557,5.1
1471,41677699,ja,39.58676,187479518,7.5
1472,34000000,en,41.946523,63013281,7.3
1473,75000000,en,20.697556,19598588,5.4
1474,34000000,en,1.656695,0,5.3
1475,35000000,en,17.932561,0,5.4
1476,35000000,en,15.50957,27330000,6.5
1477,32000000,en,4.602185,40382659,7.1
1478,40000000,en,40.379966,243240178,7.1
1479,50000000,en,12.601306,79958599,5.3
1480,30000000,en,24.389194,173959438,5.6
1481,34000000,en,12.867326,0,6.3
1482,30000000,en,23.328823,64626786,4.8
1483,33000000,en,29.775441,140470746,6.7
1484,33000000,en,19.642328,62022014,5.1
1485,33000000,en,7.339908,0,4.9
1486,33000000,en,35.099611,54700105,6.1
1487,30000000,en,16.541791,27610873,6.6
1488,30000000,en,31.92695,40346186,6.3
1489,33000000,en,9.060642,0,5.7
1490,32350000,en,46.509071,572700000,7.9
1491,30000000,en,21.538222,22211426,5.8
1492,32000000,en,33.923786,113019290,7.2
1493,35000000,en,20.908494,24159934,5.3
1494,32000000,en,16.901954,173398518,6.4
1495,32000000,en,15.039407,152036382,6.2
1496,33000000,en,13.655735,0,5.3
1497,0,en,21.620317,60328000,6.7
1498,32000000,en,14.642055,80197993,5.6
1499,32500000,en,17.107065,288383523,6.5
1500,32000000,en,38.21708,126041322,6.3
1501,29000000,en,14.993169,50041732,6.0
1502,32000000,en,24.147269,48814909,7.0
1503,32000000,en,18.47242,69055695,6.0
1504,35000000,en,18.84332,21819348,5.7
1505,32000000,en,15.901137,83615414,5.3
1506,32000000,en,59.19888,147332697,7.1
1507,32000000,en,14.48851,36733909,6.7
1508,30000000,en,23.197408,77566815,6.3
1509,33000000,en,10.651202,9494789,6.7
1510,35000000,en,10.032626,31755742,5.6
1511,0,en,6.048743,0,6.3
1512,32000000,en,34.628738,60740827,6.9
1513,32000000,en,47.5612,85167639,6.2
1514,32000000,en,16.473355,18552460,6.3
1515,28000000,en,6.201404,30016165,5.6
1516,32000000,en,15.560918,0,6.6
1517,32000000,en,25.799697,18409891,6.2
1518,70000000,ko,4.822033,53587404,4.0
1519,32000000,en,3.379454,0,5.4
1520,30000000,en,26.9385,27437881,5.3
1521,32000000,en,4.098444,3566637,7.1
1522,0,en,4.901553,0,7.2
1523,32000000,en,5.347936,5914908,5.9
1524,32000000,en,4.120549,0,5.0
1525,31500000,en,49.973462,89460381,8.0
1526,32000000,en,13.611544,42045846,6.0
1527,0,en,6.775294,106269971,6.9
1528,31500000,en,27.891012,14708696,5.7
1529,31000000,en,13.864975,128499205,7.0
1530,31000000,en,42.213765,161772375,6.5
1531,34000000,en,29.887404,210308099,5.9
1532,30000000,en,74.417456,174600318,8.0
1533,31000000,en,7.06762,24185781,6.4
1534,31000000,en,15.895661,53208180,6.2
1535,31000000,en,19.258041,68106245,7.0
1536,31000000,en,47.753598,104384188,6.2
1537,30250000,en,15.585138,115101622,6.4
1538,45000000,en,32.217425,306776732,6.9
1539,34200000,en,34.86859,234801895,6.1
1540,30000000,en,36.432598,287553595,6.0
1541,30000000,en,73.640445,373554033,7.7
1542,30000000,en,49.526736,350448145,6.8
1543,30000000,en,26.780961,196114570,7.0
1544,31000000,en,6.487344,15134293,6.0
1545,30000000,en,25.996219,136706683,7.4
1546,30000000,en,46.212155,199200000,7.2
1547,25000000,en,32.105328,115922175,7.2
1548,20000000,en,41.156217,167722310,6.2
1549,30000000,en,37.179547,191502426,6.7
1550,30000000,en,34.391792,212385533,6.1
1551,37000000,en,40.176265,165335153,6.5
1552,26000000,en,10.704596,116400000,6.5
1553,33000000,en,79.579532,327311859,8.1
1554,30000000,en,63.13678,210819611,7.3
1555,30000000,en,27.870755,140161792,6.7
1556,25000000,en,31.242999,156822020,7.6
1557,30000000,en,70.456012,216763646,7.7
1558,80000000,en,29.415229,176885658,6.4
1559,29000000,en,55.109138,115603229,7.7
1560,30000000,en,30.695228,160259319,6.1
1561,35000000,en,13.788422,155545279,6.0
1562,30,it,4.590277,103,6.0
1563,30000000,en,3.845231,74787599,5.9
1564,30000000,en,26.952727,160638883,7.2
1565,25000000,en,33.704181,163670000,6.7
1566,30000000,en,19.925026,105834556,6.7
1567,35000000,en,43.742241,116980662,6.4
1568,30000000,en,46.377628,47042000,6.6
1569,0,en,9.166658,0,4.9
1570,30000000,en,34.36645,254134910,6.0
1571,30000000,en,12.967137,114281051,5.8
1572,30000000,en,50.670253,105173115,6.4
1573,45000000,en,24.694551,92374674,6.7
1574,30000000,en,11.409124,63833449,5.8
1575,0,en,7.922716,0,5.8
1576,30000000,en,33.385429,114663461,5.9
1577,19000000,en,8.584398,69631118,5.3
1578,37000000,en,41.569541,96455697,6.3
1579,30000000,en,43.753585,151119219,7.4
1580,0,en,18.568021,0,5.5
1581,53000000,en,28.350529,83282296,7.4
1582,80000000,en,10.81051,118880016,5.8
1583,30000000,en,19.578249,70200000,5.6
1584,30000000,en,5.73667,0,5.7
1585,30000000,en,28.624038,51132598,6.3
1586,30000000,en,27.230493,152427960,6.0
1587,30000000,en,30.380747,192452832,6.8
1588,30000000,en,29.489274,156835339,6.9
1589,30000000,en,8.058109,93772522,5.1
1590,30000000,en,33.369305,129266061,7.4
1591,30000000,en,16.52083,0,6.6
1592,30000000,en,11.19602,45892212,6.2
1593,30000000,en,14.585968,54819301,4.9
1594,40000000,en,43.571612,117195061,7.2
1595,0,en,8.305085,42647449,7.2
1596,30000000,en,55.424027,84025816,7.2
1597,30000000,en,65.364452,91709827,7.3
1598,30000000,en,45.083509,90810892,6.2
1599,25000000,en,82.052056,65663276,7.4
1600,0,en,15.011624,0,6.9
1601,30000000,en,25.060342,159291809,6.6
1602,25000000,en,11.42943,51842679,5.6
1603,30000000,en,32.26789,53653224,7.1
1604,30000000,en,33.394082,75505973,6.2
1605,30000000,en,73.987775,66486080,6.5
1606,30000000,en,10.608998,84646831,3.7
1607,30000000,en,12.821329,38413606,7.2
1608,27000000,en,30.131498,38122105,6.4
1609,25000000,en,12.113235,38748395,6.6
1610,30000000,en,31.191975,63782078,6.5
1611,30000000,en,11.916389,51376861,3.8
1612,30000000,en,20.355458,36160375,5.7
1613,30000000,en,63.848541,82394288,5.8
1614,30000000,en,8.999675,34742066,6.6
1615,30000000,en,9.278361,41480851,6.5
1616,45000000,en,7.185212,0,5.1
1617,30000000,en,55.806402,48428063,6.6
1618,30000000,en,48.237797,63372757,6.4
1619,0,en,17.943945,0,5.9
1620,30000000,en,19.143721,14460000,6.8
1621,19000000,en,15.67747,39267515,4.1
1622,30000000,en,4.52363,29202884,6.3
1623,0,en,13.064264,31911598,6.4
1624,0,en,2.644427,0,6.2
1625,30000000,en,5.301589,24048000,5.4
1626,0,en,20.252143,60896147,4.8
1627,30000000,en,29.359201,0,5.9
1628,30000000,en,20.063165,108609310,5.8
1629,35000000,en,6.246199,22034832,5.2
1630,30000000,en,27.71063,53909751,5.7
1631,30000000,en,2.850896,21800302,5.0
1632,30000000,en,34.421696,51148651,6.9
1633,30000000,en,15.89534,31070211,4.8
1634,30000000,en,18.706504,35294470,6.0
1635,30000000,en,9.607391,19204929,6.0
1636,25000000,en,2.77255,17193231,5.2
1637,0,en,17.834976,0,5.4
1638,30000000,en,20.236951,102820008,6.6
1639,30000000,en,16.883429,16930884,5.7
1640,35000000,en,12.779201,25224242,6.8
1641,40000000,en,14.729386,26155781,5.5
1642,26000000,en,23.227877,0,5.5
1643,37000000,en,11.374306,37962774,5.1
1644,30000000,en,10.703602,31148328,6.3
1645,30000000,en,10.756266,15007991,5.1
1646,30000000,en,4.352422,15368897,5.0
1647,30000000,en,9.301562,13001257,6.7
1648,17000000,en,18.27083,24922237,6.0
1649,30000000,en,19.106154,30536013,6.4
1650,30000000,en,5.259585,0,4.0
1651,0,en,3.226243,0,5.4
1652,100000000,en,21.677732,0,2.9
1653,30000000,en,43.882857,0,5.7
1654,25000000,en,12.10235,30114487,4.7
1655,23000000,en,3.362045,12,6.1
1656,30000000,en,10.694417,13521829,4.8
1657,30000000,en,6.353971,18618284,6.7
1658,30000000,en,37.181019,64352607,6.3
1659,30000000,en,4.952735,8454301,7.2
1660,30000000,en,22.975918,62616646,5.5
1661,30000000,en,8.359599,18195610,5.8
1662,18000000,en,16.102271,26828365,7.4
1663,30000000,en,49.336397,0,8.2
1664,0,en,29.647844,18074539,5.9
1665,0,en,12.467267,0,6.7
1666,0,en,2.774811,0,6.0
1667,0,en,3.71305,3102550,5.4
1668,30000000,en,8.386432,35078241,6.3
1669,0,zh,3.866026,0,5.0
1670,21000000,en,12.790408,480314,5.0
1671,30000000,en,35.53352,14711793,7.0
1672,30000000,zh,4.065212,108348,5.0
1673,0,fr,20.362025,0,5.9
1674,30000000,en,48.0343,0,5.4
1675,30000000,en,13.268936,2527904,6.4
1676,0,de,8.010046,0,5.5
1677,30000000,en,12.257654,0,7.0
1678,27000000,en,6.036684,0,3.0
1679,30000000,en,10.958697,0,5.8
1680,30000000,ru,2.625594,0,6.4
1681,30000000,en,2.981047,0,6.6
1682,19000000,en,66.242737,140752617,5.6
1683,29000000,en,71.496894,287506194,6.8
1684,28000000,en,35.580032,186438883,7.3
1685,30000000,en,8.085872,37036004,5.9
1686,29000000,en,10.364582,0,5.8
1687,0,en,16.87784,0,7.2
1688,30000000,en,18.165957,33013805,6.6
1689,29000000,en,8.93941,16930185,5.0
1690,29000000,en,20.55509,78636257,5.5
1691,0,en,3.735723,0,6.9
1692,0,en,4.310168,0,6.3
1693,12000000,en,12.653831,24829644,4.9
1694,29000000,en,24.240361,21126225,6.8
1695,28000000,en,92.982009,504050219,7.4
1696,28000000,en,61.76233,201634991,7.7
1697,28000000,en,66.976776,333000000,7.1
1698,30000000,en,7.981116,100491683,5.7
1699,60000000,en,21.252797,105178561,6.1
1700,29000000,en,19.237254,48902953,6.6
1701,29000000,en,27.555646,98185582,6.2
1702,28000000,en,66.169628,140767956,7.5
1703,28000000,en,24.917665,92380927,6.4
1704,28000000,en,57.518472,133346506,7.3
1705,0,en,11.870161,0,6.2
1706,28000000,en,7.534003,64445708,7.0
1707,28000000,en,44.529429,102356381,6.8
1708,35000000,en,14.949395,94728529,5.5
1709,30000000,ja,14.726338,17137302,6.5
1710,21000000,en,24.13081,71441250,7.4
1711,30000000,en,45.915165,90259536,7.1
1712,28000000,en,28.043508,134402450,6.4
1713,28000000,en,26.090746,195312802,6.3
1714,28000000,en,14.530803,77516304,6.6
1715,27000000,en,13.308127,101646581,5.5
1716,28000000,en,38.0958,60780981,6.1
1717,28000000,en,37.729059,97594140,6.9
1718,28000000,en,18.650748,39514713,6.4
1719,28000000,en,15.794946,92601050,6.1
1720,28000000,en,45.054936,96188903,7.1
1721,28000000,en,25.039383,40547440,5.6
1722,28000000,en,6.756771,33000337,4.6
1723,28000000,en,22.14595,100654149,6.1
1724,28000000,en,36.58383,121147947,7.7
1725,28000000,en,94.056131,33139618,7.9
1726,28000000,en,10.703456,31596911,6.5
1727,28000000,en,41.638961,52597999,6.0
1728,21000000,en,14.518708,54926886,6.5
1729,0,en,3.312385,0,4.5
1730,35866397,fr,3.75074,20217080,7.0
1731,28000000,en,22.074306,38159905,5.8
1732,28000000,en,4.436792,8888143,6.0
1733,28000000,en,14.639324,45236543,5.5
1734,28000000,en,1.767479,8345056,5.5
1735,28000000,en,13.145205,14010832,4.8
1736,28000000,en,12.921594,7002261,5.8
1737,28000000,en,28.397048,16374328,5.5
1738,28000000,en,7.039189,5684789,6.8
1739,27000000,en,16.785866,17286299,6.2
1740,28000000,en,40.28635,60700000,6.3
1741,24000000,es,6.009644,23321954,5.6
1742,28000000,en,25.520976,68896829,5.7
1743,27500000,en,25.633663,187500000,6.2
1744,30000000,en,22.527211,219076518,6.2
1745,30000000,en,24.09152,95714875,7.1
1746,35000000,en,6.248273,43650785,5.7
1747,8000000,en,9.548391,27187653,6.9
1748,15000000,en,12.576381,49469904,6.9
1749,27500000,en,12.741073,24748670,6.2
1750,27000000,en,16.188572,96900000,6.7
1751,27000000,en,5.576937,0,5.6
1752,27000000,en,18.913,60527873,6.2
1753,27000000,en,44.714264,115229890,7.5
1754,27000000,en,11.870301,44352417,6.0
1755,0,en,5.753705,0,6.7
1756,27000000,en,28.227984,129000000,6.6
1757,27000000,en,11.678561,56870414,5.5
1758,27000000,en,36.921445,56308881,7.4
1759,27000000,en,17.567332,21500000,7.3
1760,30000000,en,16.698316,15395087,6.3
1761,27000000,en,47.862016,20158808,7.0
1762,27000000,en,39.324831,27200316,7.2
1763,0,en,18.591657,0,6.7
1764,25000000,en,5.650125,11137801,6.7
1765,27000000,en,3.123583,76000000,5.9
1766,27000000,en,23.917982,29000000,6.1
1767,27000000,en,8.715822,13000000,5.5
1768,0,en,5.737161,0,6.8
1769,27000000,en,14.788073,85564310,4.4
1770,27000000,en,38.279458,93282604,6.5
1771,28,en,9.670031,14,5.9
1772,0,en,5.271559,4488529,5.9
1773,27000000,en,17.193659,21148829,6.3
1774,25000000,en,8.31653,6673422,5.2
1775,0,en,2.653988,0,5.9
1776,0,en,0.548435,0,6.9
1777,26000000,en,31.250383,183293131,5.2
1778,26000000,en,24.345651,110230332,6.0
1779,26000000,en,38.473732,109449237,6.2
1780,25000000,en,31.792964,289317794,6.8
1781,28000000,en,61.309619,53181600,6.2
1782,15000000,en,5.411154,201957688,5.8
1783,27000000,en,41.832392,101624843,6.6
1784,26000000,en,21.988861,65705772,6.8
1785,22000000,en,19.068175,68296293,7.0
1786,26000000,en,24.114459,61489265,6.3
1787,22000000,en,20.256571,50750000,6.9
1788,26000000,en,8.802626,57891803,6.2
1789,26000000,en,37.355826,90426405,5.9
1790,26000000,en,39.742009,71868327,7.3
1791,26000000,en,30.981604,67918658,5.2
1792,25000000,en,31.893932,86175291,6.1
1793,0,en,15.376391,0,5.9
1794,26000000,en,5.894163,38793283,4.9
1795,26000000,en,10.981038,0,7.1
1796,26000000,en,22.07638,43318349,6.8
1797,26000000,en,10.925618,28818995,5.2
1798,56000000,en,21.219292,142044638,5.7
1799,42000000,en,14.831402,35402320,5.8
1800,26000000,en,22.520842,29657751,6.1
1801,30000000,en,3.314094,14000000,4.8
1802,26000000,en,7.964451,36800000,4.5
1803,26000000,en,1.492056,0,5.5
1804,26000000,en,4.810621,0,6.0
1805,0,en,9.317265,0,6.5
1806,26000000,en,5.644844,0,3.9
1807,25530000,en,4.475007,20080020,5.3
1808,26000000,en,66.097437,30523226,6.3
1809,25000000,en,20.679652,82466670,6.8
1810,30000000,en,38.171417,611899420,6.9
1811,25000000,en,30.884535,441286195,7.0
1812,25000000,en,49.510658,412800000,7.6
1813,33000000,en,50.7453,269958228,7.8
1814,25100000,en,10.445391,29506464,6.1
1815,25000000,en,80.879032,226830568,7.2
1816,26000000,en,33.93914,35926213,7.2
1817,25000000,en,26.576385,411006740,6.1
1818,22000000,en,104.469351,321365567,8.3
1819,25000000,en,42.191509,124272124,7.8
1820,28000000,en,20.267062,8555008,5.7
1821,0,en,22.644275,181466833,5.4
1822,26000000,ru,7.182761,0,4.9
1823,30000000,en,26.69592,114908830,5.8
1824,0,en,7.336256,0,4.7
1825,25000000,en,12.739721,80936232,5.6
1826,25000000,en,46.942396,170764026,6.4
1827,25000000,en,15.505137,78000000,5.8
1828,25000000,en,38.272889,76270454,7.6
1829,25000000,en,53.645267,171600000,7.7
1830,25000000,en,28.468,153997819,6.1
1831,25000000,en,35.310712,281929795,6.5
1832,25000000,en,28.727731,152500343,6.8
1833,45000000,en,4.340616,124914842,5.1
1834,25000000,en,14.604911,119772232,5.7
1835,25000000,en,38.688822,147780440,6.1
1836,25000000,en,30.537845,56505065,7.4
1837,25000000,en,19.750059,91036760,6.0
1838,2800000,en,25.939385,60922980,7.2
1839,25000000,en,31.64341,117719158,5.8
1840,25000000,en,26.811541,99357138,6.8
1841,60000000,en,40.646102,137587063,7.0
1842,25000000,en,34.160448,116766556,7.2
1843,0,en,5.377155,0,7.0
1844,25000000,en,48.552871,77278331,6.4
1845,25000000,en,18.228538,122644820,6.1
1846,26000000,en,29.342744,90574188,6.7
1847,25000000,en,63.654244,46836394,8.2
1848,28000000,en,11.859396,58795814,5.0
1849,25000000,en,24.356483,122489822,6.4
1850,25000000,en,70.105981,65884703,8.0
1851,25000000,en,8.618208,0,6.3
1852,23000000,en,21.189028,43984230,7.4
1853,25000000,en,31.364901,63100000,6.1
1854,0,en,7.615653,0,5.9
1855,25000000,en,37.817905,77208711,7.9
1856,35000000,en,5.784661,0,5.8
1857,0,en,8.255708,0,5.6
1858,25000000,en,6.086083,41604473,5.5
1859,25000000,en,17.17372,39053061,6.3
1860,25000000,en,16.936576,64437847,6.4
1861,25000000,en,25.838073,70442940,5.6
1862,25000000,en,5.625632,36351350,5.4
1863,25000000,en,17.312433,38307627,6.6
1864,25000000,en,53.811461,66980456,6.4
1865,0,en,7.057765,0,5.8
1866,17000000,en,19.045146,63102666,5.5
1867,25000000,en,21.729434,59192128,5.5
1868,25000000,en,12.837116,56489558,5.8
1869,25000000,en,20.953265,41597830,7.0
1870,20000000,en,10.81439,33889159,6.4
1871,25000000,en,27.683874,229736344,6.1
1872,20000000,en,9.855474,70992898,4.9
1873,25500000,en,12.756344,2415472,6.0
1874,25000000,en,29.533437,66122026,7.1
1875,30000000,en,14.179538,82150642,7.1
1876,25000000,en,14.340095,50671850,5.5
1877,25485000,en,9.795985,29548291,6.9
1878,25000000,en,6.889437,100000000,4.7
1879,25000000,en,19.428994,34942188,5.4
1880,0,en,7.326034,0,4.7
1881,25000000,en,136.747729,28341469,8.5
1882,21150000,en,6.081772,39438674,4.7
1883,27000000,en,17.329269,25023434,6.7
1884,25000000,en,22.622453,39171130,5.7
1885,25000000,en,20.561682,74188937,6.9
1886,25000000,en,13.288177,27645491,5.9
1887,30000000,en,19.212552,42886719,6.5
1888,23000000,en,29.365851,46152800,7.2
1889,25000000,en,10.232599,21567853,6.7
1890,25000000,en,8.870614,22200000,6.2
1891,25000000,en,19.402816,114977104,6.6
1892,25000000,en,24.903418,23580000,6.2
1893,25000000,en,14.562197,36993168,5.4
1894,25000000,en,18.896239,40452643,6.0
1895,25000000,en,15.960916,17000000,6.9
1896,25000000,en,25.848003,20796847,6.5
1897,13000000,en,6.337063,0,4.6
1898,26000000,en,10.006282,0,5.4
1899,0,en,2.753501,0,4.7
1900,0,en,6.718497,0,5.0
1901,25000000,en,7.538513,15431177,6.9
1902,30000000,en,21.606001,33333531,5.4
1903,8000000,en,13.715715,0,5.6
1904,25000000,en,3.707511,24362772,4.3
1905,25000000,en,7.001176,19829957,5.2
1906,25000000,en,39.784026,30411183,6.3
1907,25000000,en,10.115011,51702483,5.2
1908,0,en,7.321181,0,4.4
1909,25000000,en,32.854557,42972994,6.7
1910,0,en,6.309587,14334401,6.3
1911,28000000,en,8.363702,10126458,4.9
1912,25,en,4.88794,13,7.0
1913,25000000,en,14.17009,28831145,6.5
1914,25000000,en,12.18362,0,6.2
1915,25000000,en,9.169271,15478800,6.2
1916,25000000,en,8.127728,13411957,7.0
1917,25000000,en,10.699952,24902723,6.0
1918,25000000,en,29.796394,11000000,7.1
1919,0,fr,11.60921,0,5.6
1920,25000000,en,51.915025,23057115,7.7
1921,28000000,en,8.314624,16900000,6.7
1922,0,en,5.529035,25000000,6.6
1923,25000000,en,4.002579,11207130,6.1
1924,25000000,en,3.888776,10719357,4.6
1925,25000000,en,7.296459,13000000,6.2
1926,14000000,en,21.680424,85446075,5.8
1927,25000000,en,7.946769,10070000,5.3
1928,25000000,en,7.473455,10324441,5.5
1929,25000000,en,5.073536,11772461,6.4
1930,0,en,3.623002,0,5.7
1931,32000000,en,41.075532,27635305,6.8
1932,25000000,en,4.020194,5778353,5.0
1933,0,en,2.083856,0,5.5
1934,25000000,en,2.909346,0,4.8
1935,25000000,en,8.450513,0,7.3
1936,25000000,en,8.186936,4064495,5.5
1937,0,en,5.079017,0,5.1
1938,25000000,en,17.603823,19844979,6.4
1939,25000000,en,7.008216,2405420,3.5
1940,25000000,en,20.011435,27603069,7.0
1941,25000000,en,4.051221,0,5.9
1942,0,en,5.987486,34153101,6.1
1943,25000000,en,3.849873,777423,6.2
1944,25000000,en,3.593165,2336172,6.6
1945,13500000,en,30.058263,19255873,7.7
1946,25000000,en,17.339852,10589102,6.0
1947,0,en,15.805449,0,5.6
1948,25000000,fr,15.279021,48531470,7.1
1949,0,en,5.000126,0,6.0
1950,0,fr,1.684948,0,3.8
1951,25000000,ru,5.753564,6500000,6.3
1952,25000000,en,35.022029,71009334,5.0
1953,25000000,en,12.31708,0,6.2
1954,25000000,en,1.894749,3052000,7.0
1955,25000000,cn,6.895866,0,6.5
1956,25000000,en,3.344158,0,4.1
1957,14000000,en,14.480628,34670720,7.0
1958,25000000,en,14.613152,8784318,5.5
1959,24000000,en,22.258428,133000000,6.9
1960,24000000,en,30.445257,155721132,6.5
1961,24000000,en,35.244037,172363301,6.1
1962,25000000,en,15.333575,1397284,5.4
1963,24000000,en,15.237142,70181428,6.4
1964,41300000,en,23.441135,106371651,6.2
1965,8200000,en,25.03414,80035402,6.4
1966,24000000,en,24.70166,87055349,6.6
1967,24000000,en,16.146572,41895491,7.2
1968,65000000,en,20.793026,40002112,5.1
1969,24000000,en,5.771479,36609995,6.1
1970,24000000,en,27.326466,42105111,6.1
1971,24000000,en,3.572339,0,5.9
1972,24000000,en,20.69219,68729358,5.9
1973,0,en,1.903405,0,5.5
1974,40000000,en,10.713521,0,7.6
1975,17000000,en,7.701041,16980098,5.5
1976,24000000,en,6.589193,16290976,5.8
